number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_weight,params_subsample,system_attrs_grid_id,system_attrs_search_space,state
121,0.6651271040513659,2025-01-09 18:45:19.473294,2025-01-09 18:45:24.701353,0 days 00:00:05.228059,0.6,0.01,3,1,1.0,121,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
122,0.750070505256258,2025-01-09 18:45:24.701628,2025-01-09 18:45:30.255764,0 days 00:00:05.554136,0.6,0.3,3,3,1.0,122,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
123,0.7489506942950342,2025-01-09 18:45:30.256028,2025-01-09 18:45:44.479929,0 days 00:00:14.223901,1.0,0.1,5,3,0.8,123,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
124,0.7490210159757249,2025-01-09 18:45:44.480187,2025-01-09 18:45:58.762864,0 days 00:00:14.282677,1.0,0.3,5,1,0.8,124,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
125,0.7476211666055972,2025-01-09 18:45:58.763178,2025-01-09 18:46:10.155121,0 days 00:00:11.391943,0.6,0.1,5,5,0.8,125,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
126,0.7343978023801674,2025-01-09 18:46:10.155369,2025-01-09 18:46:16.656213,0 days 00:00:06.500844,1.0,0.1,3,1,0.8,126,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
127,0.6954240974996763,2025-01-09 18:46:16.656464,2025-01-09 18:46:27.981075,0 days 00:00:11.324611,0.6,0.01,5,1,0.8,127,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
128,0.750979889663741,2025-01-09 18:46:27.981342,2025-01-09 18:46:34.009667,0 days 00:00:06.028325,0.8,0.3,3,3,0.6,128,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
129,0.7483208098081244,2025-01-09 18:46:34.009911,2025-01-09 18:46:57.236689,0 days 00:00:23.226778,0.8,0.3,7,1,0.6,129,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
130,0.7366363228492103,2025-01-09 18:46:57.236974,2025-01-09 18:47:03.325603,0 days 00:00:06.088629,0.8,0.1,3,3,0.8,130,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
131,0.6863979805708516,2025-01-09 18:47:03.325845,2025-01-09 18:47:17.345639,0 days 00:00:14.019794,1.0,0.01,5,3,1.0,131,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
132,0.6894770568479683,2025-01-09 18:47:17.345882,2025-01-09 18:47:29.853838,0 days 00:00:12.507956,0.8,0.01,5,5,1.0,132,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
133,0.7523091236322703,2025-01-09 18:47:29.854089,2025-01-09 18:47:41.582466,0 days 00:00:11.728377,0.8,0.3,5,5,1.0,133,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
134,0.694024811094622,2025-01-09 18:47:41.582738,2025-01-09 18:47:53.958540,0 days 00:00:12.375802,0.8,0.01,5,3,0.6,134,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
135,0.750770050551816,2025-01-09 18:47:53.958854,2025-01-09 18:48:05.974238,0 days 00:00:12.015384,0.8,0.3,5,3,1.0,135,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
136,0.7495806032586866,2025-01-09 18:48:05.974513,2025-01-09 18:48:18.755085,0 days 00:00:12.780572,1.0,0.3,5,5,0.8,136,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
137,0.7306192297609773,2025-01-09 18:48:18.755327,2025-01-09 18:48:24.830735,0 days 00:00:06.075408,0.8,0.1,3,3,1.0,137,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
138,0.6682755963697075,2025-01-09 18:48:24.830974,2025-01-09 18:48:30.077097,0 days 00:00:05.246123,0.6,0.01,3,1,0.6,138,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
139,0.6938147761687583,2025-01-09 18:48:30.077374,2025-01-09 18:48:42.572696,0 days 00:00:12.495322,0.8,0.01,5,3,0.8,139,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
140,0.6900367665146416,2025-01-09 18:48:42.573027,2025-01-09 18:48:55.203513,0 days 00:00:12.630486,0.8,0.01,5,3,1.0,140,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
141,0.7434231850067224,2025-01-09 18:48:55.203856,2025-01-09 18:49:05.700815,0 days 00:00:10.496959,0.6,0.3,5,5,0.6,141,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
142,0.7470615793226355,2025-01-09 18:49:05.701093,2025-01-09 18:49:28.292861,0 days 00:00:22.591768,0.6,0.1,7,3,0.8,142,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
143,0.7469916982233067,2025-01-09 18:49:28.293109,2025-01-09 18:49:49.641711,0 days 00:00:21.348602,0.6,0.1,7,3,0.6,143,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
144,0.662887751373084,2025-01-09 18:49:49.641996,2025-01-09 18:49:55.281085,0 days 00:00:05.639089,0.8,0.01,3,3,0.8,144,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
145,0.7476211910823395,2025-01-09 18:49:55.281326,2025-01-09 18:50:14.225336,0 days 00:00:18.944010,1.0,0.3,7,5,0.6,145,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
146,0.7507698547378773,2025-01-09 18:50:14.225619,2025-01-09 18:50:19.850347,0 days 00:00:05.624728,0.8,0.3,3,5,0.6,146,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
147,0.7067596440200504,2025-01-09 18:50:19.850635,2025-01-09 18:50:44.488034,0 days 00:00:24.637399,0.6,0.01,7,3,1.0,147,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
148,0.7492306592737114,2025-01-09 18:50:44.488382,2025-01-09 18:51:09.523903,0 days 00:00:25.035521,1.0,0.1,7,5,0.8,148,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
149,0.7527297319723285,2025-01-09 18:51:09.524154,2025-01-09 18:51:15.036739,0 days 00:00:05.512585,0.8,0.3,3,5,1.0,149,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
150,0.7464309605334558,2025-01-09 18:51:15.037002,2025-01-09 18:51:30.589694,0 days 00:00:15.552692,0.6,0.3,7,5,0.6,150,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
151,0.7086485631785105,2025-01-09 18:51:30.589986,2025-01-09 18:52:00.238630,0 days 00:00:29.648644,0.8,0.01,7,1,0.8,151,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
152,0.7433533039073937,2025-01-09 18:52:00.238880,2025-01-09 18:52:25.859111,0 days 00:00:25.620231,0.8,0.1,7,3,1.0,152,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
153,0.7491608271278671,2025-01-09 18:52:25.859348,2025-01-09 18:52:46.288713,0 days 00:00:20.429365,1.0,0.3,7,3,0.6,153,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
154,0.7512595853982524,2025-01-09 18:52:46.288959,2025-01-09 18:53:05.567928,0 days 00:00:19.278969,1.0,0.3,7,5,0.8,154,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
155,0.6684155543823037,2025-01-09 18:53:05.568191,2025-01-09 18:53:10.432387,0 days 00:00:04.864196,0.6,0.01,3,5,0.6,155,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
156,0.7493705928095653,2025-01-09 18:53:10.432625,2025-01-09 18:53:20.960523,0 days 00:00:10.527898,0.6,0.3,5,3,1.0,156,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
157,0.6672261560426591,2025-01-09 18:53:20.960762,2025-01-09 18:53:26.208548,0 days 00:00:05.247786,0.8,0.01,3,3,0.6,157,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
158,0.7453121041651827,2025-01-09 18:53:26.208786,2025-01-09 18:53:38.640877,0 days 00:00:12.432091,0.8,0.1,5,3,0.8,158,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
159,0.7506995820106714,2025-01-09 18:53:38.641155,2025-01-09 18:53:52.673318,0 days 00:00:14.032163,1.0,0.3,5,1,1.0,159,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
160,0.7369864136946394,2025-01-09 18:53:52.673639,2025-01-09 18:53:58.783633,0 days 00:00:06.109994,1.0,0.1,3,1,0.6,160,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
161,0.7455927055391602,2025-01-09 18:53:58.783877,2025-01-09 18:54:12.362764,0 days 00:00:13.578887,1.0,0.1,5,5,1.0,161,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
162,0.7482512713831879,2025-01-09 18:54:12.363002,2025-01-09 18:54:25.968555,0 days 00:00:13.605553,1.0,0.1,5,3,0.6,162,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
163,0.734607519108381,2025-01-09 18:54:25.968797,2025-01-09 18:54:32.057192,0 days 00:00:06.088395,1.0,0.1,3,5,0.8,163,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
164,0.6933950245146813,2025-01-09 18:54:32.057439,2025-01-09 18:54:44.399730,0 days 00:00:12.342291,0.8,0.01,5,1,0.8,164,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
165,0.7493004914195556,2025-01-09 18:54:44.399977,2025-01-09 18:55:15.466183,0 days 00:00:31.066206,1.0,0.1,7,1,0.6,165,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
166,0.6940948880078893,2025-01-09 18:55:15.466512,2025-01-09 18:55:26.420127,0 days 00:00:10.953615,0.6,0.01,5,1,1.0,166,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
167,0.7452426146937311,2025-01-09 18:55:26.420374,2025-01-09 18:55:39.289037,0 days 00:00:12.868663,0.8,0.1,5,1,1.0,167,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
168,0.7074588955947003,2025-01-09 18:55:39.289286,2025-01-09 18:56:03.751154,0 days 00:00:24.461868,0.8,0.01,7,3,0.6,168,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
169,0.7300591774199116,2025-01-09 18:56:03.751465,2025-01-09 18:56:09.136593,0 days 00:00:05.385128,0.6,0.1,3,5,1.0,169,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
170,0.7492306837504538,2025-01-09 18:56:09.136840,2025-01-09 18:56:14.366066,0 days 00:00:05.229226,0.6,0.3,3,3,0.6,170,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
171,0.6616987691380588,2025-01-09 18:56:14.366316,2025-01-09 18:56:19.981599,0 days 00:00:05.615283,1.0,0.01,3,5,0.8,171,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
172,0.7497905158008387,2025-01-09 18:56:19.981869,2025-01-09 18:56:31.100981,0 days 00:00:11.119112,0.6,0.3,5,1,1.0,172,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
173,0.6672261560426591,2025-01-09 18:56:31.101225,2025-01-09 18:56:35.979689,0 days 00:00:04.878464,0.6,0.01,3,1,0.8,173,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
174,0.747830907810553,2025-01-09 18:56:35.979929,2025-01-09 18:56:48.231681,0 days 00:00:12.251752,0.8,0.1,5,3,0.6,174,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
175,0.7506297988183117,2025-01-09 18:56:48.231921,2025-01-09 18:57:02.307676,0 days 00:00:14.075755,1.0,0.1,5,1,0.6,175,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
176,0.7500002814825366,2025-01-09 18:57:02.307922,2025-01-09 18:57:13.036337,0 days 00:00:10.728415,0.6,0.1,5,5,0.6,176,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
177,0.7066196615307119,2025-01-09 18:57:13.036632,2025-01-09 18:57:35.339947,0 days 00:00:22.303315,0.8,0.01,7,5,0.6,177,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
178,0.7492307571806807,2025-01-09 18:57:35.340224,2025-01-09 18:57:56.744796,0 days 00:00:21.404572,0.8,0.1,7,5,0.6,178,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
179,0.7494405228623788,2025-01-09 18:57:56.745044,2025-01-09 18:58:22.866247,0 days 00:00:26.121203,1.0,0.1,7,3,0.6,179,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
180,0.6938850244192218,2025-01-09 18:58:22.866521,2025-01-09 18:58:33.591393,0 days 00:00:10.724872,0.6,0.01,5,5,1.0,180,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
